Date,Open,High,Low,Close,Volume
2021-06-04,256.02,265,245.77,248.36,3659589.0
2021-06-07,258,282,255.2001,280.01,6080565.0
2021-06-08,292,344.66,281,300,17500626.0
2021-06-09,303.12,328,291.51,302.56,13471817.0
2021-06-10,282,288,211,220.39,23037601.0
2021-06-11,222.35,241.13,206.13,233.34,15745141.0
2021-06-14,236.5,238.01,219.2,229.44,7178318.0
2021-06-15,226.36,229.25,208,222.5,7327953.0
2021-06-16,215.24,228.7305,209,222.97,5591518.0
2021-06-17,224,233.66,221.48,223.59,4628499.0
2021-06-18,220.18,223.49,213,213.82,4412107.0
2021-06-21,216.95,218.3999,197,200.37,5150717.0
2021-06-22,217.73,225.88,209.17,220.4,8252927.0
2021-06-23,221.45,222.57,214.12,219.34,3582252.0
2021-06-24,221.156,227.45,211.6,212.31,3884380.0
2021-06-25,214,214.2,198.5,209.51,12711175.0
2021-06-28,211.25,224.45,210.2,213.25,4914044.0
2021-06-29,213.59,215.22,208.01,210.88,2511496.0
2021-06-30,209.69,215.2787,206.9379,214.14,2551449.0
2021-07-01,213.4,216.83,202,204.36,2755385.0
2021-07-02,204.8,205.45,196.5,202.83,2624295.0
